"date","season","matchday","goalkeeper","penaltytaker","homegame","result","minute","goaldiff","gkclub","ptclub","gkage","ptage","gkexp","ptexp"
1976-05-15,"75/76",31,"Hellström, Ronnie","Röber, Jürgen",1,"Tor",27,-1,"1.FC Kaiserslautern","SV Werder Bremen",27,22,1,1
1976-05-15,"75/76",31,"Scholz, Werner","Müller4, Gerd",1,"Tor",82,-3,"VfL Bochum","FC Bayern München",31,30,7,10
1976-05-29,"75/76",32,"Vollack, Werner","Diehl, Ernst",1,"Tor",42,0,"Bayer 05 Uerdingen","1.FC Kaiserslautern",21,27,0,8
1976-06-04,"75/76",33,"Kleff, Wolfgang","Hickersberger, Josef",1,"Tor",56,0,"Borussia Mönchengladbach","Kickers Offenbach",29,28,7,9
1976-06-04,"75/76",33,"Maier, Sepp","Konopka, Harald",1,"Tor",77,0,"FC Bayern München","1.FC Köln",32,23,10,4
1976-06-04,"75/76",33,"Koitka, Heinz-Josef","Beer, Erich",1,"Tor",42,-1,"Eintracht Frankfurt","Hertha BSC",24,29,0,7
1976-06-04,"75/76",33,"Koitka, Heinz-Josef","Beer, Erich",1,"Tor",82,1,"Eintracht Frankfurt","Hertha BSC",24,29,0,7
1976-06-04,"75/76",33,"Wolter, Horst","Grabowski, Jürgen",2,"Tor",70,1,"Hertha BSC","Eintracht Frankfurt",34,32,13,10
1976-06-12,"75/76",34,"Franke, Bernd","Nickel1, Bernd",1,"Tor",78,-4,"Eintracht Braunschweig","Eintracht Frankfurt",28,27,4,8
1976-06-12,"75/76",34,"Wolter, Horst","Müller4, Gerd",1,"Tor",23,-2,"Hertha BSC","FC Bayern München",34,30,13,10
1976-06-12,"75/76",34,"Scholz, Werner","Struth, Karl-Heinz",2,"Tor",84,3,"VfL Bochum","Karlsruher SC",31,28,7,9
1976-08-14,"76/77",1,"Bertram, Horst","Volkert, Georg",1,"Tor",74,0,"Borussia Dortmund","Hamburger SV",27,30,6,11
1976-08-20,"76/77",2,"Maric3, Enver","Diehl, Ernst",1,"Tor",52,-1,"FC Schalke 04","1.FC Kaiserslautern",28,27,0,9
1976-08-21,"76/77",2,"Birkenmeier, Hubert","Hölzenbein, Bernd",1,"Tor",53,-3,"Tennis Borussia Berlin","Eintracht Frankfurt",27,30,2,9
1976-08-21,"76/77",2,"Ferner, Dieter","Huber, Lothar",1,"Tor",34,-1,"1.FC Saarbrücken","Borussia Dortmund",27,24,0,6
1976-08-21,"76/77",2,"Kargus, Rudolf","Röber, Jürgen",1,"Tor",40,1,"Hamburger SV","SV Werder Bremen",24,22,5,2
1976-08-21,"76/77",2,"Schumacher2, Harald","Lorant, Werner",1,"gehalten",52,1,"1.FC Köln","Rot-Weiss Essen",22,27,3,5
1976-08-28,"76/77",3,"Birkenmeier, Hubert","Brei, Dieter",2,"Tor",35,2,"Tennis Borussia Berlin","Fortuna Düsseldorf",27,26,2,6
1976-08-28,"76/77",3,"Nigbur, Norbert","Dietz, Bernard",1,"Tor",19,0,"Hertha BSC","MSV Duisburg",28,28,10,6
1976-09-04,"76/77",4,"Maier, Sepp","Szymanek, Detlef",1,"Tor",86,1,"FC Bayern München","Hertha BSC",32,22,11,2
1976-09-11,"76/77",5,"Burdenski, Dieter","Bonhof, Rainer",1,"Tor",24,0,"SV Werder Bremen","Borussia Mönchengladbach",25,24,6,6
1976-09-11,"76/77",5,"Wimmer, Rudolf","Ritschel, Manfred",2,"Tor",59,1,"Karlsruher SC","1.FC Kaiserslautern",32,30,8,6
1976-09-11,"76/77",5,"Spott, Roland","Traser, Heinz",1,"Tor",82,0,"Rot-Weiss Essen","1.FC Saarbrücken",18,23,0,4
1976-09-11,"76/77",5,"Koitka, Heinz-Josef","Volkert, Georg",1,"Tor",63,-1,"Eintracht Frankfurt","Hamburger SV",24,30,1,11
1976-09-18,"76/77",6,"Scholz, Werner","Müller4, Gerd",2,"Tor",74,1,"VfL Bochum","FC Bayern München",31,30,8,11
1976-09-18,"76/77",6,"Koitka, Heinz-Josef","Traser, Heinz",2,"Tor",41,1,"Eintracht Frankfurt","1.FC Saarbrücken",24,23,1,4
1976-10-01,"76/77",8,"Hellström, Ronnie","Granitza, Karl-Heinz",2,"Tor",73,-1,"1.FC Kaiserslautern","Hertha BSC",27,25,2,0
1976-10-01,"76/77",8,"Nigbur, Norbert","Diehl, Ernst",1,"vorbei",85,2,"Hertha BSC","1.FC Kaiserslautern",28,27,10,9
1976-10-02,"76/77",8,"Granzow, Ulrich","Dietz, Bernard",2,"Tor",61,-1,"Rot-Weiss Essen","MSV Duisburg",24,28,0,6
1976-10-02,"76/77",8,"Kargus, Rudolf","Wendt, Benny",1,"Tor",57,0,"Hamburger SV","Tennis Borussia Berlin",24,26,5,1
1976-10-05,"76/77",2,"Wimmer, Rudolf","Lameck, Michael",1,"gehalten",51,-1,"Karlsruher SC","VfL Bochum",32,27,8,4
1976-10-09,"76/77",9,"Heinze, Gerhard","Nickel1, Bernd",2,"Tor",68,0,"MSV Duisburg","Eintracht Frankfurt",27,27,9,9
1976-10-23,"76/77",10,"Ferner, Dieter","Löhr, Hannes",1,"Tor",60,-2,"1.FC Saarbrücken","1.FC Köln",27,34,0,12
1976-10-23,"76/77",10,"Ferner, Dieter","Konopka, Harald",1,"Tor",88,-3,"1.FC Saarbrücken","1.FC Köln",27,24,0,5
1976-10-23,"76/77",10,"Schumacher2, Harald","Traser, Heinz",2,"Tor",73,3,"1.FC Köln","1.FC Saarbrücken",22,23,3,4
1976-10-23,"76/77",10,"Nigbur, Norbert","Nickel1, Bernd",1,"Tor",40,2,"Hertha BSC","Eintracht Frankfurt",28,27,10,9
1976-10-23,"76/77",10,"Koitka, Heinz-Josef","Szymanek, Detlef",2,"gehalten",90,1,"Eintracht Frankfurt","Hertha BSC",24,22,1,2
1976-10-23,"76/77",10,"Scholz, Werner","Hrubesch, Horst",1,"Tor",52,0,"VfL Bochum","Rot-Weiss Essen",32,25,8,1
1976-10-23,"76/77",10,"Hellström, Ronnie","Huber, Lothar",2,"gehalten",88,1,"1.FC Kaiserslautern","Borussia Dortmund",27,24,2,6
1976-10-29,"76/77",11,"Granzow, Ulrich","Huber, Lothar",1,"Tor",90,-1,"Rot-Weiss Essen","Borussia Dortmund",24,24,0,6
1976-10-30,"76/77",11,"Woyke, Wilfried","Beer, Erich",1,"Tor",58,-1,"Fortuna Düsseldorf","Hertha BSC",32,29,10,8
1976-10-30,"76/77",11,"Kargus, Rudolf","Müller4, Gerd",1,"gehalten",38,-1,"Hamburger SV","FC Bayern München",24,31,5,11
1976-11-06,"76/77",12,"Nigbur, Norbert","Frank, Wolfgang",1,"Tor",34,0,"Hertha BSC","Eintracht Braunschweig",28,25,10,5
1976-11-06,"76/77",12,"Nigbur, Norbert","Frank, Wolfgang",1,"gehalten",70,-1,"Hertha BSC","Eintracht Frankfurt",28,25,10,5
1976-11-06,"76/77",12,"Wimmer, Rudolf","Fichtel, Klaus",1,"Pfosten",29,0,"Karlsruher SC","FC Schalke 04",32,32,8,11
1976-11-13,"76/77",13,"Maier, Sepp","Cremer, Manfred",2,"Tor",22,0,"FC Bayern München","1.FC Saarbrücken",32,30,11,4
1976-11-13,"76/77",13,"Ferner, Dieter","Müller4, Gerd",1,"Tor",89,-3,"1.FC Saarbrücken","FC Bayern München",27,31,0,11
1976-11-13,"76/77",13,"Schumacher2, Harald","Dietz, Bernard",1,"vorbei",7,0,"1.FC Köln","MSV Duisburg",22,28,3,6
1976-11-20,"76/77",14,"Nigbur, Norbert","Flohe, Heinz",1,"Tor",55,-1,"Hertha BSC","1.FC Köln",28,28,10,10
1976-11-27,"76/77",15,"Maier, Sepp","Struth, Karl-Heinz",1,"Tor",60,2,"FC Bayern München","Karlsruher SC",32,28,11,10
1976-12-04,"76/77",16,"Maier, Sepp","Hölzenbein, Bernd",2,"Tor",74,-1,"FC Bayern München","Eintracht Frankfurt",32,30,11,9
1976-12-04,"76/77",16,"Blasey, Heinz","Brei, Dieter",1,"Tor",35,1,"Rot-Weiss Essen","Fortuna Düsseldorf",29,26,6,6
1976-12-04,"76/77",16,"Woyke, Wilfried","Surau, Ulrich",2,"Tor",79,1,"Fortuna Düsseldorf","Rot-Weiss Essen",32,24,10,5
1976-12-10,"76/77",17,"Kargus, Rudolf","Trimhold1, Holger",1,"gehalten",82,-2,"Hamburger SV","VfL Bochum",24,23,5,1
1977-01-15,"76/77",18,"Kovacic, Vladimir","Huber, Lothar",1,"Tor",85,1,"Hamburger SV","Borussia Dortmund",26,24,2,6
1977-01-22,"76/77",19,"Hellström, Ronnie","Fischer, Klaus",1,"Tor",20,-1,"1.FC Kaiserslautern","FC Schalke 04",28,27,2,8
1977-01-29,"76/77",20,"Kovacic, Vladimir","Ritschel, Manfred",1,"Tor",87,-1,"Hamburger SV","1.FC Kaiserslautern",26,30,2,6
1977-01-29,"76/77",20,"Nigbur, Norbert","Bücker, Theo",2,"gehalten",78,-1,"Hertha BSC","MSV Duisburg",28,28,10,7
1977-02-05,"76/77",21,"Blasey, Heinz","Volkert, Georg",1,"Tor",45,0,"Rot-Weiss Essen","Hamburger SV",29,31,6,11
1977-02-16,"76/77",19,"Bertram, Horst","Traser, Heinz",1,"drüber",67,1,"Borussia Dortmund","1.FC Saarbrücken",28,24,6,4
1977-03-05,"76/77",24,"Wienhold, Günther","Struth, Karl-Heinz",2,"Tor",39,1,"Eintracht Frankfurt","Karlsruher SC",29,28,4,10
1977-03-05,"76/77",24,"Wimmer, Rudolf","Hölzenbein, Bernd",1,"Tor",56,0,"Karlsruher SC","Eintracht Frankfurt",33,31,8,9
1977-03-05,"76/77",24,"Nigbur, Norbert","Höttges, Horst-Dieter",1,"Tor",33,0,"Hertha BSC","SV Werder Bremen",28,33,10,12
1977-03-12,"76/77",25,"Kneib, Wolfgang","Nickel1, Bernd",2,"Tor",89,-2,"Borussia Mönchengladbach","Eintracht Frankfurt",24,28,0,9
1977-03-15,"76/77",19,"Koitka, Heinz-Josef","Wendt, Benny",1,"Tor",59,0,"Eintracht Frankfurt","Tennis Borussia Berlin",25,26,1,1
1977-03-18,"76/77",26,"Bertram, Horst","Höttges, Horst-Dieter",1,"Tor",74,-1,"Borussia Dortmund","SV Werder Bremen",28,33,6,12
1977-03-19,"76/77",26,"Nigbur, Norbert","Hrubesch, Horst",1,"Tor",74,1,"Hertha BSC","Rot-Weiss Essen",28,26,10,1
1977-03-26,"76/77",27,"Groß2, Volkmar","Struth, Karl-Heinz",1,"Tor",35,-2,"Tennis Borussia Berlin","Karlsruher SC",29,29,8,10
1977-03-26,"76/77",27,"Burdenski, Dieter","Beckenbauer, Franz",1,"gehalten",83,-1,"SV Werder Bremen","FC Bayern München",26,31,6,11
1977-03-30,"76/77",21,"Kneib, Wolfgang","Huber, Lothar",2,"Tor",85,1,"Borussia Mönchengladbach","Borussia Dortmund",24,24,0,6
1977-04-01,"76/77",28,"Maier, Sepp","Volkert, Georg",1,"Tor",67,-3,"FC Bayern München","Hamburger SV",33,31,11,11
1977-04-01,"76/77",28,"Schumacher2, Harald","Struth, Karl-Heinz",2,"Tor",70,3,"1.FC Köln","Karlsruher SC",23,29,3,10
1977-04-02,"76/77",28,"Koitka, Heinz-Josef","Lameck, Michael",2,"Tor",60,1,"Eintracht Frankfurt","VfL Bochum",25,27,1,4
1977-04-07,"76/77",29,"Groß2, Volkmar","Seliger, Rudolf",1,"Tor",50,0,"Tennis Borussia Berlin","MSV Duisburg",29,25,8,5
1977-04-09,"76/77",29,"Maric3, Enver","Struth, Karl-Heinz",1,"Tor",71,4,"FC Schalke 04","Karlsruher SC",29,29,0,10
1977-04-12,"76/77",29,"Woyke, Wilfried","Lameck, Michael",1,"gehalten",58,-1,"Fortuna Düsseldorf","VfL Bochum",33,27,10,4
1977-04-16,"76/77",30,"Kargus, Rudolf","Struth, Karl-Heinz",2,"Pfosten",89,1,"Hamburger SV","Karlsruher SC",24,29,5,10
1977-04-22,"76/77",31,"Burdenski, Dieter","Brei, Dieter",2,"Tor",54,0,"SV Werder Bremen","Fortuna Düsseldorf",26,26,6,6
1977-04-23,"76/77",31,"Blasey, Heinz","Müller4, Gerd",1,"Tor",84,-2,"Rot-Weiss Essen","FC Bayern München",29,31,6,11
1977-05-06,"76/77",32,"Heinze, Gerhard","Volkert, Georg",1,"vorbei",78,-2,"MSV Duisburg","Hamburger SV",28,31,9,11
1977-05-07,"76/77",32,"Hellström, Ronnie","Brei, Dieter",1,"gehalten",48,1,"1.FC Kaiserslautern","Fortuna Düsseldorf",28,26,2,6
1977-05-07,"76/77",32,"Koitka, Heinz-Josef","Hrubesch, Horst",1,"Tor",90,8,"Eintracht Frankfurt","Rot-Weiss Essen",25,26,1,1
1977-05-07,"76/77",32,"Kneib, Wolfgang","Denz, Ludwig",1,"gehalten",63,2,"Borussia Mönchengladbach","1.FC Saarbrücken",24,28,0,7
1977-05-14,"76/77",33,"Kargus, Rudolf","Granitza, Karl-Heinz",1,"Tor",89,0,"Hamburger SV","Hertha BSC",24,25,5,0
1977-05-14,"76/77",33,"Nigbur, Norbert","Kaltz, Manfred",2,"gehalten",84,0,"Hertha BSC","Hamburger SV",29,24,10,5
1977-05-14,"76/77",33,"Blasey, Heinz","Brei, Dieter",2,"Tor",58,3,"Rot-Weiss Essen","Fortuna Düsseldorf",29,26,6,6
1977-05-14,"76/77",33,"Hellström, Ronnie","Handschuh, Karl-Heinz",2,"gehalten",86,-2,"1.FC Kaiserslautern","Eintracht Braunschweig",28,29,2,10
1977-05-21,"76/77",34,"Blasey, Heinz","Grzyb, Wolfgang",1,"Tor",58,-2,"Rot-Weiss Essen","Eintracht Braunschweig",29,36,6,10
1977-05-21,"76/77",34,"Stabel, Josef","Groß2, Volkmar",1,"Tor",89,-2,"1.FC Kaiserslautern","Tennis Borussia Berlin",28,29,9,8
1977-05-21,"76/77",34,"Heinze, Gerhard","Struth, Karl-Heinz",1,"Tor",8,0,"MSV Duisburg","Karlsruher SC",28,29,9,10
1977-08-06,"77/78",1,"Franke, Bernd","Meier2, Reinhard",1,"Tor",68,1,"Eintracht Braunschweig","1.FC Kaiserslautern",29,31,6,4
1977-08-06,"77/78",1,"Burdenski, Dieter","Demuth, Dietmar",1,"Tor",80,1,"SV Werder Bremen","FC St.Pauli",26,22,7,0
1977-08-06,"77/78",1,"Burdenski, Dieter","Demuth, Dietmar",1,"Tor",88,0,"SV Werder Bremen","FC St.Pauli",26,22,7,0
1977-08-06,"77/78",1,"Maier, Sepp","Müller3, Hans",1,"Tor",17,0,"FC Bayern München","VfB Stuttgart",33,20,12,0
1977-08-06,"77/78",1,"Maier, Sepp","Müller3, Hans",1,"Tor",53,0,"FC Bayern München","VfB Stuttgart",33,20,12,0
1977-08-13,"77/78",2,"Rynio, Jürgen","Müller4, Gerd",1,"Tor",32,-1,"FC St.Pauli","FC Bayern München",29,31,10,12
1977-08-13,"77/78",2,"Hellström, Ronnie","Lorant, Werner",1,"Tor",81,1,"1.FC Kaiserslautern","1.FC Saarbrücken",28,28,3,6
1977-08-13,"77/78",2,"Hellström, Ronnie","Stegmayer, Roland",1,"gehalten",62,1,"1.FC Kaiserslautern","1.FC Saarbrücken",28,26,3,6
1977-08-27,"77/78",4,"Rynio, Jürgen","Lorant, Werner",1,"Tor",31,-1,"FC St.Pauli","1.FC Saarbrücken",29,28,10,6
1977-08-27,"77/78",4,"Hartmann1, Bernhard","Bonhof, Rainer",1,"Tor",70,1,"TSV 1860 München","Borussia Mönchengladbach",30,25,0,7
1977-08-27,"77/78",4,"Maric3, Enver","Ohlicher, Hermann",2,"Tor",89,3,"FC Schalke 04","VfB Stuttgart",29,27,1,4
1977-08-27,"77/78",4,"Heinze, Gerhard","Gersdorff, Bernd",1,"Tor",73,0,"MSV Duisburg","Hertha BSC",28,30,10,8
1977-08-30,"77/78",5,"Bertram, Horst","Meier2, Reinhard",1,"Tor",79,-3,"Borussia Dortmund","1.FC Kaiserslautern",28,31,7,4
1977-08-31,"77/78",5,"Nigbur, Norbert","Bierofka, Wilhelm",1,"Tor",67,-1,"Hertha BSC","TSV 1860 München",29,24,11,0
1977-08-31,"77/78",5,"Kneib, Wolfgang","Nickel1, Bernd",1,"Tor",51,0,"Borussia Mönchengladbach","Eintracht Frankfurt",24,28,1,10
1977-09-03,"77/78",6,"Scholz, Werner","Müller4, Gerd",1,"Tor",61,1,"VfL Bochum","FC Bayern München",32,31,9,12
1977-09-03,"77/78",6,"Hellström, Ronnie","Bonhof, Rainer",1,"Tor",48,0,"1.FC Kaiserslautern","Borussia Mönchengladbach",28,25,3,7
1977-09-10,"77/78",7,"Schumacher2, Harald","Fischer, Klaus",2,"Tor",70,-2,"1.FC Köln","FC Schalke 04",23,27,4,9
1977-09-10,"77/78",7,"Groß2, Volkmar","Müller2, Dieter",1,"gehalten",76,3,"FC Schalke 04","1.FC Köln",29,23,9,5
1977-09-10,"77/78",7,"Daniel, Jörg","Volkert, Georg",2,"Tor",85,3,"Fortuna Düsseldorf","Hamburger SV",26,31,1,12
1977-09-10,"77/78",7,"Rynio, Jürgen","Huber, Lothar",2,"Tor",19,-1,"FC St.Pauli","Borussia Dortmund",29,25,10,7
1977-09-13,"77/78",5,"Daniel, Jörg","Lorant, Werner",2,"Tor",31,0,"Fortuna Düsseldorf","1.FC Saarbrücken",26,28,1,6
1977-09-16,"77/78",8,"Hellström, Ronnie","Seliger, Rudolf",1,"Tor",9,1,"1.FC Kaiserslautern","MSV Duisburg",28,26,3,6
1977-09-17,"77/78",8,"Maier, Sepp","Lorant, Werner",1,"Tor",4,0,"FC Bayern München","1.FC Saarbrücken",33,28,12,6
1977-09-17,"77/78",8,"Scholz, Werner","Breitner, Paul",1,"Tor",14,0,"VfL Bochum","Eintracht Braunschweig",32,26,9,7
1977-09-24,"77/78",9,"Ferner, Dieter","Breitner, Paul",1,"Tor",80,-2,"1.FC Saarbrücken","Eintracht Braunschweig",28,26,1,7
1977-09-24,"77/78",9,"Hellström, Ronnie","Bierofka, Wilhelm",2,"gehalten",47,1,"1.FC Kaiserslautern","TSV 1860 München",28,24,3,0
1977-10-01,"77/78",10,"Hellström, Ronnie","Hölzenbein, Bernd",1,"Tor",71,1,"1.FC Kaiserslautern","Eintracht Frankfurt",28,31,3,10
1977-10-01,"77/78",10,"Hartmann1, Bernhard","Müller3, Hans",2,"drüber",54,-1,"VfB Stuttgart","TSV 1860 München",30,20,0,0
1977-10-12,"77/78",11,"Groß2, Volkmar","Lorant, Werner",1,"Tor",34,1,"FC Schalke 04","1.FC Saarbrücken",29,28,9,6
1977-10-12,"77/78",11,"Kleff, Wolfgang","Höttges, Horst-Dieter",1,"Tor",34,1,"Borussia Mönchengladbach","SV Werder Bremen",31,34,9,13
1977-10-12,"77/78",11,"Kleff, Wolfgang","Röber, Jürgen",1,"Tor",81,1,"Borussia Mönchengladbach","SV Werder Bremen",31,23,9,3
1977-10-12,"77/78",11,"Schumacher2, Harald","Gersdorff, Bernd",2,"gehalten",73,3,"1.FC Köln","Hertha BSC",23,31,4,8
1977-10-12,"77/78",11,"Bertram, Horst","Müller4, Gerd",1,"gehalten",49,-2,"Borussia Dortmund","FC Bayern München",29,32,7,12
1977-10-22,"77/78",12,"Groß2, Volkmar","Lameck, Michael",2,"Tor",78,3,"FC Schalke 04","VfL Bochum",29,28,9,5
1977-10-22,"77/78",12,"Daniel, Jörg","Metzger, Georg",1,"gehalten",50,1,"Fortuna Düsseldorf","TSV 1860 München",26,31,1,0
1977-10-22,"77/78",12,"Schumacher2, Harald","Seliger, Rudolf",1,"gehalten",1,0,"1.FC Köln","MSV Duisburg",23,26,4,6
1977-10-29,"77/78",13,"Franke, Bernd","Bonhof, Rainer",2,"Tor",60,-3,"Eintracht Braunschweig","Borussia Mönchengladbach",29,25,6,7
1977-10-29,"77/78",13,"Schumacher2, Harald","Scheller, Herbert",2,"Tor",53,3,"1.FC Köln","TSV 1860 München",23,29,4,1
1977-11-04,"77/78",14,"Daniel, Jörg","Toppmöller, Klaus",1,"Tor",48,2,"Fortuna Düsseldorf","1.FC Kaiserslautern",26,26,1,5
1977-11-05,"77/78",14,"Groß2, Volkmar","Huber, Lothar",1,"Tor",87,0,"FC Schalke 04","Borussia Dortmund",29,25,9,7
1977-11-05,"77/78",14,"Heinze, Gerhard","Müller4, Gerd",2,"Tor",44,0,"MSV Duisburg","FC Bayern München",29,32,10,12
1977-11-05,"77/78",14,"Burdenski, Dieter","Scheller, Herbert",1,"gehalten",14,0,"SV Werder Bremen","TSV 1860 München",27,29,7,1
1977-11-12,"77/78",15,"Hellström, Ronnie","Flohe, Heinz",1,"Tor",75,-2,"1.FC Kaiserslautern","1.FC Köln",28,29,3,11
1977-11-12,"77/78",15,"Koitka, Heinz-Josef","Röber, Jürgen",1,"Tor",46,-2,"Eintracht Frankfurt","SV Werder Bremen",25,23,2,3
1977-11-12,"77/78",15,"Scholz, Werner","Gerber, Franz",1,"Tor",14,0,"VfL Bochum","FC St.Pauli",33,24,9,6
1977-11-12,"77/78",15,"Rietzke, Reinhard","Lameck, Michael",2,"gehalten",81,0,"FC St.Pauli","VfL Bochum",28,28,0,5
1977-11-12,"77/78",15,"Kargus, Rudolf","Huber, Lothar",1,"Tor",19,0,"Hamburger SV","Borussia Dortmund",25,25,6,7
1977-11-12,"77/78",15,"Roleder, Helmut","Brei, Dieter",1,"Tor",71,0,"VfB Stuttgart","Fortuna Düsseldorf",24,27,5,7
1977-11-12,"77/78",15,"Maier, Sepp","Scheller, Herbert",2,"Tor",90,-1,"FC Bayern München","TSV 1860 München",33,29,12,1
1977-11-26,"77/78",16,"Rietzke, Reinhard","Brei, Dieter",2,"Tor",88,2,"FC St.Pauli","Fortuna Düsseldorf",29,27,0,7
1977-11-26,"77/78",16,"Groß2, Volkmar","Brück, Holger",1,"Tor",29,1,"FC Schalke 04","Hertha BSC",29,30,9,5
1977-12-03,"77/78",17,"Hellström, Ronnie","Müller4, Gerd",1,"Tor",29,-1,"1.FC Kaiserslautern","FC Bayern München",28,32,3,12
1977-12-03,"77/78",17,"Nigbur, Norbert","Volkert, Georg",1,"Tor",38,-1,"Hertha BSC","Hamburger SV",29,32,11,12
1977-12-03,"77/78",17,"Roleder, Helmut","Höttges, Horst-Dieter",1,"gehalten",68,1,"VfB Stuttgart","SV Werder Bremen",24,34,5,13
1977-12-10,"77/78",18,"Rietzke, Reinhard","Röber, Jürgen",1,"Tor",47,-3,"FC St.Pauli","SV Werder Bremen",29,24,0,3
1977-12-17,"77/78",19,"Ferner, Dieter","Meier2, Reinhard",1,"Tor",58,-1,"1.FC Saarbrücken","1.FC Kaiserslautern",29,31,1,4
1977-12-17,"77/78",19,"Heinze, Gerhard","Huber, Lothar",2,"Tor",85,0,"MSV Duisburg","Borussia Dortmund",29,25,10,7
1977-12-17,"77/78",19,"Hartmann1, Bernhard","Volkert, Georg",2,"Tor",55,0,"TSV 1860 München","Hamburger SV",30,32,0,12
1977-12-17,"77/78",19,"Kargus, Rudolf","Scheller, Herbert",1,"gehalten",67,1,"Hamburger SV","TSV 1860 München",25,29,6,1
1977-12-17,"77/78",19,"Daniel, Jörg","Röber, Jürgen",2,"drüber",10,0,"Fortuna Düsseldorf","SV Werder Bremen",26,24,1,3
1978-01-07,"77/78",20,"Bertram, Horst","Hofeditz, Erhard",2,"Tor",20,0,"Borussia Dortmund","TSV 1860 München",29,24,7,0
1978-01-07,"77/78",20,"Nigbur, Norbert","Abel, Hans-Joachim",2,"Tor",30,0,"Hertha BSC","VfL Bochum",29,25,11,5
1978-01-14,"77/78",21,"Bertram, Horst","Grabowski, Jürgen",1,"vorbei",89,-1,"Borussia Dortmund","Eintracht Frankfurt",29,33,7,12
1978-01-21,"77/78",22,"Hartmann1, Bernhard","Brück, Holger",1,"Tor",33,0,"TSV 1860 München","Hertha BSC",30,30,0,5
1978-01-28,"77/78",23,"Heinze, Gerhard","Metzger, Georg",1,"Tor",58,-2,"MSV Duisburg","TSV 1860 München",29,31,10,0
1978-01-28,"77/78",23,"Koitka, Heinz-Josef","Brück, Holger",2,"Tor",78,-4,"Eintracht Frankfurt","Hertha BSC",26,30,2,5
1978-01-28,"77/78",23,"Bertram, Horst","Elmer, Markus",1,"gehalten",62,-3,"Borussia Dortmund","VfB Stuttgart",29,25,7,4
1978-02-04,"77/78",24,"Roleder, Helmut","Bonhof, Rainer",1,"Tor",90,-1,"VfB Stuttgart","Borussia Mönchengladbach",24,25,5,7
1978-02-04,"77/78",24,"Koitka, Heinz-Josef","Bücker, Theo",1,"Tor",77,-1,"Eintracht Frankfurt","MSV Duisburg",26,29,2,8
1978-02-04,"77/78",24,"Schumacher2, Harald","Fischer, Klaus",1,"gehalten",90,-2,"1.FC Köln","FC Schalke 04",24,28,4,9
1978-02-11,"77/78",25,"Maier, Sepp","Lorant, Werner",2,"Tor",90,7,"FC Bayern München","1.FC Saarbrücken",34,29,12,6
1978-02-11,"77/78",25,"Heinze, Gerhard","Meier2, Reinhard",1,"Tor",9,0,"MSV Duisburg","1.FC Kaiserslautern",29,32,10,4
1978-02-11,"77/78",25,"Maric3, Enver","Höttges, Horst-Dieter",1,"Tor",79,-1,"FC Schalke 04","SV Werder Bremen",29,34,1,13
1978-02-11,"77/78",25,"Hartmann1, Bernhard","Hölzenbein, Bernd",1,"gehalten",58,-1,"TSV 1860 München","Eintracht Frankfurt",30,32,0,10
1978-02-18,"77/78",26,"Rynio, Jürgen","Brück, Holger",1,"Tor",66,-3,"FC St.Pauli","Hertha BSC",29,30,10,5
1978-02-18,"77/78",26,"Maric3, Enver","Müller4, Gerd",2,"Tor",79,2,"FC Schalke 04","FC Bayern München",29,32,1,12
1978-02-18,"77/78",26,"Bertram, Horst","Flohe, Heinz",2,"Tor",1,0,"Borussia Dortmund","1.FC Köln",29,30,7,11
1978-02-18,"77/78",26,"Scholz, Werner","Nickel1, Bernd",1,"Tor",69,-1,"VfL Bochum","Eintracht Frankfurt",33,29,9,10
1978-02-25,"77/78",27,"Hartmann1, Bernhard","Ohlicher, Hermann",1,"Tor",53,-1,"TSV 1860 München","VfB Stuttgart",30,28,0,4
1978-02-25,"77/78",27,"Kargus, Rudolf","Müller4, Gerd",1,"Tor",89,-1,"Hamburger SV","FC Bayern München",25,32,6,12
1978-02-25,"77/78",27,"Bertram, Horst","Höttges, Horst-Dieter",1,"Tor",73,-2,"Borussia Dortmund","SV Werder Bremen",29,34,7,13
1978-02-25,"77/78",27,"Burdenski, Dieter","Huber, Lothar",2,"Tor",78,3,"SV Werder Bremen","Borussia Dortmund",27,25,7,7
1978-03-04,"77/78",28,"Schumacher2, Harald","Brück, Holger",1,"Tor",45,1,"1.FC Köln","Hertha BSC",24,30,4,5
1978-03-04,"77/78",28,"Franke, Bernd","Volkert, Georg",1,"Tor",22,1,"Eintracht Braunschweig","Hamburger SV",30,32,6,12
1978-03-04,"77/78",28,"Hartmann1, Bernhard","Gerber, Franz",2,"drüber",90,3,"TSV 1860 München","FC St.Pauli",30,24,0,6
1978-03-11,"77/78",29,"Kargus, Rudolf","Lorant, Werner",1,"Tor",40,2,"Hamburger SV","1.FC Saarbrücken",25,29,6,6
1978-03-11,"77/78",29,"Hellström, Ronnie","Ohlicher, Hermann",1,"gehalten",24,0,"1.FC Kaiserslautern","VfB Stuttgart",29,28,3,4
1978-03-17,"77/78",30,"Roleder, Helmut","Abel, Hans-Joachim",2,"Tor",15,0,"VfB Stuttgart","VfL Bochum",24,25,5,5
1978-03-17,"77/78",30,"Scholz, Werner","Müller3, Hans",1,"Tor",47,-1,"VfL Bochum","VfB Stuttgart",33,20,9,0
1978-03-18,"77/78",30,"Maier, Sepp","Brück, Holger",1,"Tor",90,-1,"FC Bayern München","Hertha BSC",34,30,12,5
